merek,model,tahun,transmisi,bahan_bakar,kilometer,warna,lokasi,harga
Suzuki,Ignis,2013,Manual,Bensin,140413.0,Merah,Semarang,36300000
Toyota,Rush,2014,Manual,Bensin,126469.0,Merah,Jakarta,59700000
Daihatsu,Ayla,2018,Automatic,Bensin,164710.0,Putih,Jakarta,58900000
Toyota,Agya,2022,Manual,Bensin,44936.0,Abu-abu,Surabaya,105200000
Toyota,Calya,2020,,,,,Surabaya,90300000
Toyota,Yaris,2022,Automatic,Bensin,47623.0,Merah,Semarang,196800000
Mercedes-Benz,C-Class,2019,Automatic,Bensin,61836.0,Merah,Medan,406400000
Mercedes-Benz,C-Class,2008,Automatic,Bensin,250766.0,Silver,Bali,90300000
Mitsubishi,Pajero Sport,2013,Automatic,Diesel,129898.0,Merah,Bandung,114100000
Toyota,Agya,2017,Manual,Bensin,80052.0,Abu-abu,Surabaya,45900000
Mitsubishi,Pajero Sport,2011,Automatic,Bensin,261678.0,Silver,Semarang,84500000
Honda,CR-V,2023,Manual,Bensin,21181.0,Biru,Surabaya,359800000
Mercedes-Benz,GLA,2015,Automatic,Diesel,179197.0,Merah,Surabaya,21530000000
Toyota,Fortuner,2009,Automatic,Bensin,114333.0,Hitam,Makassar,58400000
Honda,Jazz,2010,Manual,Bensin,191480.0,Merah,Bandung,31800000
Honda,Mobilio,2020,Automatic,Bensin,84983.0,Merah,Jakarta,113000000
Toyota,Innova,2016,Manual,Bensin,111901.0,Biru,Jakarta,107000000
Mercedes-Benz,C-Class,2011,Automatic,Bensin,223676.0,,Surabaya,136200000
Daihatsu,Xenia,2014,Automatic,Bensin,129126.0,Putih,Bandung,40900000
Toyota,Calya,2012,MT,Bensin,286987.0,Abu-abu,Surabaya,22700000
BMW,X5,2012,Matic,Diesel,96436.0,Abu-abu,Surabaya,357000000
Toyota,Agya,2015,Manual,Bensin,76075.0,Biru,Yogyakarta,40100000
Daihatsu,Gran Max,2013,Automatic,Bensin,196374.0,Abu-abu,Jakarta,35200000
Honda,Mobilio,2019,Automatic,Bensin,75230.0,Merah,Surabaya,110400000
Toyota,Rush,2009,Manual,Bensin,178824.0,Merah,Jakarta,29700000
Daihatsu,Gran Max,2013,Manual,Bensin,198508.0,Abu-abu,Surabaya,29000000
Mercedes-Benz,C-Class,2018,Automatic,Bensin,119395.0,Abu-abu,Yogyakarta,362300000
Daihatsu,Gran Max,2015,Manual,Bensin,144756.0,Hitam,Semarang,37700000
Honda,BR-V,2011,Manual,Bensin,235509.0,Merah,Medan,34200000
Honda,Mobilio,2021,Automatic,Bensin,44815.0,Silver,Bali,148000000
BMW,Seri 5,2014,Automatic,Bensin,163110.0,Putih,Bali,277300000
BMW,Seri 3,2008,Automatic,Bensin,297824.0,Merah,Jakarta,81700000
Honda,City,2021,Manual,Bensin,50760.0,Putih,Bali,180900000
BMW,Seri 5,2015,Automatic,Bensin,116331.0,Putih,Makassar,318800000
Daihatsu,Terios,2022,Manual,Bensin,32020.0,Putih,Makassar,160600000
Nissan,Grand Livina,2009,Manual,Bensin,51661.0,Silver,Medan,25300000
Toyota,Calya,2017,Automatic,Bensin,103218.0,Biru,Bandung,65500000
Honda,Brio,2013,Manual,Bensin,224467.0,Biru,Semarang,27700000
Toyota,Rush,2020,Manual,Bensin,64924.0,Merah,Makassar,117000000
Daihatsu,Xenia,2016,Manual,Bensin,97593.0,Putih,Yogyakarta,57900000
Mitsubishi,Pajero Sport,2009,Matic,Bensin,235525.0,Abu-abu,Bali,63800000
Toyota,Fortuner,2015,Automatic,Bensin,156595.0,Hitam,Medan,141500000
Honda,HR-V,2020,Manual,Bensin,71446.0,Merah,Yogyakarta,207400000
Mitsubishi,Pajero Sport,2015,Automatic,Diesel,123968.0,Biru,Semarang,158500000
Daihatsu,Xenia,2013,Automatic,Bensin,118641.0,Silver,Yogyakarta,46200000
Toyota,Calya,2020,Automatic,Bensin,38100.0,Abu-abu,Bandung,99400000
Mitsubishi,Pajero Sport,2017,Automatic,Diesel,124850.0,Hitam,Jakarta,189800000
Honda,HR-V,2016,Automatic,Diesel,106776.0,Silver,Bandung,118000000
Toyota,Yaris,2022,Manual,Bensin,20536.0,Merah,Surabaya,171200000
Honda,CR-V,2022,Automatic,Bensin,64635.0,Putih,Jakarta,304700000
Toyota,Avanza,2020,Manual,Bensin,118421.0,Merah,Surabaya,114800000
BMW,X5,2020,Automatic,Bensin,69957.0,Merah,Medan,772000000
Daihatsu,Sigra,2019,MT,Bensin,153091.0,Putih,Bandung,63700000
Suzuki,Ignis,2018,Manual,Diesel,112231.0,Silver,Bandung,80400000
Honda,CR-V,2008,Automatic,Diesel,211854.0,Hitam,Medan,51700000
Toyota,Calya,2012,Manual,Bensin,154920.0,Biru,Yogyakarta,29900000
Toyota,Rush,2008,Automatic,Bensin,215639.0,Abu-abu,Makassar,24200000
Honda,Jazz,2018,Manual,Diesel,22082.0,Silver,Bali,124200000
Mitsubishi,Triton,2009,Automatic,Diesel,150066.0,Silver,Semarang,53100000
Toyota,Agya,2017,Automatic,Bensin,123969.0,Hitam,Semarang,49500000
Toyota,Innova,2015,Manual,Bensin,176102.0,Biru,Surabaya,97700000
Honda,BR-V,2019,Manual,Bensin,85698.0,Putih,Makassar,121800000
Toyota,Avanza,2016,Manual,Bensin,125786.0,Hitam,Semarang,63900000
Daihatsu,Terios,2018,Manual,Bensin,102003.0,Merah,Surabaya,90400000
Honda,City,2023,Automatic,Bensin,42344.0,Abu-abu,Semarang,254200000
Daihatsu,Terios,2014,Manual,Bensin,91071.0,Putih,Semarang,56400000
Toyota,Avanza,2018,Automatic,Bensin,38912.0,Silver,Makassar,100900000
Mitsubishi,Xpander,2009,Manual,Bensin,178157.0,Putih,Bali,31300000
Honda,Brio,2010,Manual,Bensin,208978.0,Abu-abu,Bandung,21100000
Daihatsu,Terios,2008,Manual,Bensin,349346.0,Hitam,Jakarta,18600000
Mercedes-Benz,E-Class,2022,Manual,Bensin,65557.0,Silver,Medan,894700000
Honda,Brio,2019,Manual,Bensin,115239.0,Abu-abu,Semarang,77200000
Toyota,Agya,2017,Manual,Bensin,96466.0,Abu-abu,Bandung,49600000
BMW,Seri 3,2021,Automatic,Bensin,80401.0,Hitam,Bandung,563100000
BMW,X5,2013,Automatic,Bensin,106890.0,Putih,Yogyakarta,327100000
Toyota,Calya,2018,Manual,Bensin,93825.0,Putih,Semarang,64000000
Toyota,Calya,2010,Manual,Bensin,214351.0,Abu-abu,Bandung,19000000
Toyota,Yaris,2021,Automatic,Bensin,53736.0,Hitam,Surabaya,174000000
Daihatsu,Ayla,2013,Manual,Bensin,177039.0,Abu-abu,Yogyakarta,24600000
Honda,Mobilio,2015,Manual,Bensin,161092.0,Silver,Surabaya,51100000
Suzuki,Ignis,2023,Manual,Bensin,23348.0,Abu-abu,Bali,150100000
Nissan,Livina,2020,Manual,Diesel,65566.0,Silver,Semarang,123500000
Honda,Jazz,2018,Manual,Bensin,69427.0,Abu-abu,Semarang,111000000
Honda,Brio,2016,Manual,Bensin,110491.0,Silver,Medan,48300000
BMW,Seri 3,2021,Automatic,Bensin,78157.0,Biru,Medan,499900000
Honda,BR-V,2014,Manual,Bensin,172110.0,Putih,Yogyakarta,55700000
Mitsubishi,Xpander,2020,Manual,,,,Bandung,134600000
Mitsubishi,Triton,2008,Automatic,Bensin,263564.0,Hitam,Surabaya,37600000
BMW,Seri 5,2011,Automatic,Bensin,218620.0,Hitam,Surabaya,164400000
Suzuki,XL7,2012,Manual,Bensin,164152.0,Abu-abu,Semarang,45800000
Honda,City,2014,Manual,Bensin,28116.0,Merah,Yogyakarta,71200000
Suzuki,Ertiga,2020,Manual,Bensin,84169.0,Silver,Bali,127600000
Mitsubishi,Triton,2009,Automatic,Diesel,214874.0,Putih,Bandung,48100000
Toyota,Yaris,2013,Automatic,Diesel,163291.0,Silver,Bandung,53000000
Mercedes-Benz,C-Class,2014,Automatic,Bensin,131228.0,Merah,Makassar,220700000
Honda,Brio,2009,Manual,Bensin,,,Yogyakarta,14600000
Daihatsu,Terios,2009,Manual,Diesel,146149.0,Silver,Makassar,32200000
Toyota,Fortuner,2022,Manual,Bensin,46243.0,Biru,Jakarta,427300000
Daihatsu,Gran Max,2021,Manual,Diesel,62170.0,Biru,Semarang,92400000
Nissan,Grand Livina,2013,Manual,Bensin,196163.0,Putih,Bandung,34900000
Toyota,Avanza,2009,Manual,Bensin,96642.0,Merah,Surabaya,28600000
Suzuki,Baleno,2010,Automatic,Bensin,312362.0,Biru,Medan,29800000
Honda,City,2018,Automatic,Bensin,87695.0,Putih,Makassar,132000000
Toyota,Calya,2011,Manual,Bensin,186039.0,Merah,Bali,22900000
Toyota,Agya,2012,Automatic,Bensin,115628.0,Hitam,Medan,28800000
Mitsubishi,Xpander,2017,Manual,Bensin,71390.0,Abu-abu,Bandung,94000000
Daihatsu,Xenia,2018,Automatic,Bensin,124530.0,Abu-abu,Bandung,74900000
Honda,CR-V,2017,Manual,Bensin,106502.0,Merah,Bali,148600000
Mitsubishi,Pajero Sport,2009,Automatic,Bensin,246130.0,Merah,Surabaya,68500000
Nissan,Livina,2009,,,,,Jakarta,27300000
Suzuki,Ignis,2019,Automatic,Bensin,25192.0,Putih,Medan,89800000
Suzuki,XL7,2022,,,,,Semarang,189900000
Mercedes-Benz,GLA,2013,Automatic,Bensin,191065.0,Abu-abu,Semarang,158600000
Toyota,Yaris,2011,Automatic,Bensin,327083.0,Merah,Jakarta,32400000
Toyota,Yaris,2009,Manual,Bensin,262032.0,Putih,Makassar,27600000
Toyota,Calya,2012,Manual,Bensin,221669.0,Silver,Medan,25100000
Daihatsu,Xenia,2015,Automatic,Diesel,147471.0,Biru,Surabaya,59900000
Honda,Brio,2021,Manual,Bensin,59192.0,Abu-abu,Bali,95200000
Nissan,Grand Livina,2011,Matic,Bensin,74771.0,Putih,Bandung,34000000
Toyota,Innova,2022,Automatic,Bensin,50159.0,Biru,Bandung,277800000
Toyota,Agya,2011,Manual,Bensin,123372.0,Silver,Surabaya,27100000
Toyota,Rush,2012,Manual,Bensin,180859.0,Merah,Bali,45700000
Toyota,Innova,2009,Manual,Bensin,198774.0,Silver,Medan,37200000
BMW,Seri 3,2019,Automatic,Bensin,55112.0,Hitam,Bandung,466200000
Toyota,Innova,2016,Manual,Bensin,180231.0,Silver,Bali,95200000
Mitsubishi,Triton,2013,Manual,Bensin,94283.0,Abu-abu,Bali,80200000
Mitsubishi,Xpander,2022,MT,Diesel,31638.0,Merah,Surabaya,174300000
Daihatsu,Gran Max,2009,Manual,Bensin,169882.0,Putih,Yogyakarta,17200000
Toyota,Innova,2013,Automatic,Bensin,199804.0,Biru,Bandung,70300000
Daihatsu,Ayla,2016,Manual,Bensin,153761.0,Hitam,Bandung,37700000
Toyota,Calya,2011,Manual,Bensin,162195.0,Biru,Semarang,26300000
Toyota,Agya,2019,Automatic,Bensin,122004.0,Abu-abu,Bali,66300000
Nissan,Livina,2015,Automatic,Diesel,153135.0,Silver,Surabaya,60800000
Daihatsu,Ayla,2020,Manual,Bensin,61264.0,Merah,Semarang,73100000
Honda,City,2016,Automatic,Bensin,68650.0,Abu-abu,Yogyakarta,103400000
Toyota,Avanza,2013,Manual,Bensin,127707.0,Putih,Makassar,40200000
Mitsubishi,Xpander,2009,Manual,Bensin,192110.0,Putih,Makassar,23200000
Honda,BR-V,2020,Automatic,Bensin,35600.0,Merah,Semarang,150400000
Honda,HR-V,2018,,,,,Jakarta,178600000
Mitsubishi,Triton,2022,Manual,Bensin,38414.0,Hitam,Semarang,282500000
Honda,CR-V,2023,Manual,Bensin,25138.0,Hitam,Medan,357400000
Daihatsu,Gran Max,2013,Manual,Bensin,148835.0,Putih,Semarang,34500000
Suzuki,Ignis,2014,Manual,Bensin,191037.0,Silver,Medan,38200000
Toyota,Calya,2008,Manual,Bensin,308806.0,Silver,Bandung,13500000
Daihatsu,Terios,2023,Manual,Bensin,,,Surabaya,183700000
Honda,Brio,2013,Manual,Bensin,182673.0,Putih,Makassar,31800000
Mercedes-Benz,GLA,2022,Automatic,Bensin,50173.0,Putih,Yogyakarta,545800000
Mercedes-Benz,GLA,2018,Automatic,Bensin,113649.0,Hitam,Medan,366900000
Mitsubishi,Triton,2019,Automatic,Diesel,99886.0,Abu-abu,Bandung,187900000
Honda,City,2021,Automatic,Bensin,63856.0,Biru,Bandung,195200000
Suzuki,Baleno,2020,Manual,Bensin,82565.0,Hitam,Surabaya,140000000
Toyota,Avanza,2019,Manual,Bensin,66301.0,Merah,Surabaya,91900000
Honda,Jazz,2018,Manual,Bensin,56233.0,Abu-abu,Surabaya,108500000
Toyota,Fortuner,2013,Automatic,Diesel,201586.0,Silver,Surabaya,124700000
Daihatsu,Terios,2023,Manual,Bensin,24602.0,Hitam,Surabaya,215400000
Honda,HR-V,2012,Automatic,Bensin,181511.0,Hitam,Semarang,67500000
Daihatsu,Terios,2021,Automatic,Bensin,50776.0,Biru,Semarang,159000000
Daihatsu,Xenia,2016,Manual,Bensin,69421.0,Putih,Bali,66800000
Honda,Mobilio,2009,Manual,Bensin,289802.0,Biru,Makassar,22900000
Honda,BR-V,2011,Automatic,Bensin,171230.0,Silver,Surabaya,43500000
BMW,X5,2010,Automatic,Bensin,142860.0,Silver,Medan,218800000
Mercedes-Benz,GLA,2022,Automatic,Bensin,28955.0,Silver,Surabaya,666200000
Mercedes-Benz,E-Class,2010,Automatic,Bensin,167307.0,Hitam,Jakarta,186500000
Honda,Mobilio,2008,Manual,Bensin,326631.0,Silver,Surabaya,19100000
Honda,Brio,2011,Manual,Bensin,97855.0,Silver,Bali,26200000
Mitsubishi,Xpander,2013,Manual,Bensin,185769.0,Silver,Surabaya,49800000
Toyota,Agya,2023,Automatic,Bensin,29808.0,Abu-abu,Surabaya,135600000
Mitsubishi,Triton,2017,Matic,Bensin,51418.0,Abu-abu,Makassar,146800000
Honda,HR-V,2020,Manual,Bensin,78292.0,Biru,Makassar,195400000
BMW,Seri 3,2022,Automatic,Bensin,46054.0,Hitam,Bandung,585600000
Daihatsu,Terios,2010,Manual,Bensin,243269.0,Putih,Makassar,29000000
Nissan,X-Trail,2014,Automatic,Bensin,186768.0,Hitam,Semarang,88300000
Suzuki,XL7,2011,Manual,Bensin,124798.0,Putih,Yogyakarta,40700000
Suzuki,Baleno,2023,Automatic,Bensin,20339.0,Putih,Bali,204800000
Toyota,Calya,2011,Automatic,Bensin,78166.0,,Jakarta,27600000
Toyota,Yaris,2021,Manual,Diesel,49809.0,Merah,Medan,155700000
Honda,HR-V,2013,Manual,Bensin,185556.0,Merah,Semarang,71200000
Daihatsu,Ayla,2018,Automatic,Bensin,62614.0,Silver,Surabaya,58000000
Toyota,Fortuner,2020,Automatic,Diesel,73381.0,Merah,Jakarta,277600000
Toyota,Avanza,2019,Automatic,Bensin,51904.0,Merah,Jakarta,119300000
Nissan,X-Trail,2018,Manual,Bensin,108892.0,Putih,Jakarta,157700000
Honda,Mobilio,2008,Manual,Bensin,279137.0,Putih,Bandung,20400000
Daihatsu,Xenia,2018,Manual,Bensin,117272.0,Putih,Medan,66000000
Toyota,Calya,2018,Manual,Bensin,65154.0,Merah,Medan,68000000
Suzuki,XL7,2020,Automatic,Bensin,40567.0,Biru,Surabaya,166400000
Honda,Mobilio,2014,Automatic,Bensin,108987.0,Hitam,Semarang,57000000
BMW,Seri 5,2018,Automatic,Diesel,77619.0,Biru,Yogyakarta,510100000
Honda,City,2017,Automatic,Bensin,100409.0,Silver,Jakarta,120100000
Nissan,X-Trail,2010,Automatic,Diesel,273238.0,Putih,Jakarta,53900000
Suzuki,XL7,2015,Automatic,Bensin,126293.0,Abu-abu,Bali,75000000
Mitsubishi,Xpander,2017,Manual,Bensin,45781.0,Merah,Jakarta,99000000
Suzuki,Carry,2009,Manual,Bensin,139800.0,Putih,Surabaya,20500000
Daihatsu,Ayla,2010,Manual,Bensin,248150.0,Silver,Medan,14800000
Honda,Mobilio,2011,Manual,Bensin,229517.0,Putih,Jakarta,30900000
Honda,CR-V,2015,Automatic,Bensin,130079.0,Biru,Semarang,123300000
Toyota,Avanza,2014,Manual,Diesel,136160.0,Putih,Bandung,51300000
Toyota,Rush,2016,Manual,Bensin,169449.0,,Medan,69800000
Honda,Mobilio,2012,Manual,Bensin,105092.0,Biru,Bandung,38200000
Honda,Mobilio,2013,Manual,Bensin,261731.0,Silver,Medan,40500000
Nissan,X-Trail,2008,Automatic,,,,Yogyakarta,47700000
Honda,Brio,2018,Manual,Diesel,98196.0,Abu-abu,Jakarta,75000000
Daihatsu,Ayla,2010,Manual,Bensin,185807.0,Putih,Surabaya,17900000
Mitsubishi,Xpander,2017,Automatic,Bensin,129475.0,Biru,Semarang,92800000
Toyota,Agya,2015,Manual,Bensin,192009.0,Hitam,Surabaya,38600000
Suzuki,Ertiga,2008,Manual,Bensin,266034.0,Silver,Jakarta,19400000
Toyota,Avanza,2012,Manual,Bensin,299207.0,Biru,Medan,28900000
Honda,HR-V,2014,Automatic,Bensin,170825.0,Silver,Bali,76000000
Honda,BR-V,2014,Automatic,Bensin,110226.0,Hitam,Bandung,65700000
Toyota,Agya,2022,,,,,Bandung,111700000
Toyota,Innova,2021,Automatic,Bensin,51548.0,Merah,Bandung,228300000
Daihatsu,Ayla,2023,Manual,Bensin,35002.0,Merah,Bandung,105400000
Honda,HR-V,2011,Automatic,Bensin,142379.0,Putih,Surabaya,61400000
Nissan,X-Trail,2020,Manual,Bensin,62368.0,Merah,Yogyakarta,223600000
Daihatsu,Ayla,2011,Manual,Bensin,297580.0,Biru,Bandung,16200000
Toyota,Rush,2009,MT,Bensin,176309.0,Silver,Yogyakarta,30200000
Nissan,Livina,2014,Manual,Bensin,82326.0,Merah,Semarang,51400000
Daihatsu,Ayla,2021,Manual,Bensin,59408.0,Merah,Bali,79200000
Honda,BR-V,2017,Manual,Bensin,128484.0,Hitam,Surabaya,88100000
Honda,Jazz,2013,Manual,Bensin,135855.0,Hitam,Bali,48000000
Honda,HR-V,2010,Manual,Bensin,186139.0,Silver,Surabaya,48000000
Honda,CR-V,2008,Manual,Bensin,271000.0,Biru,Surabaya,44400000
Toyota,Innova,2015,Automatic,Bensin,,,Yogyakarta,102100000
Toyota,Fortuner,2009,Automatic,Diesel,234947.0,Abu-abu,Surabaya,62500000
Suzuki,Baleno,2015,Manual,Bensin,159164.0,Hitam,Bandung,54800000
Daihatsu,Sigra,2019,Manual,Bensin,74430.0,Abu-abu,Medan,71200000
Honda,CR-V,2013,Manual,Bensin,225847.0,Putih,Medan,85600000
Honda,BR-V,2019,Manual,Bensin,90299.0,Hitam,Jakarta,123700000
Toyota,Fortuner,2008,Automatic,Diesel,251376.0,Merah,Bali,52700000
Mercedes-Benz,E-Class,2020,Automatic,Bensin,57850.0,Hitam,Bali,725200000
Daihatsu,Sigra,2020,Manual,Bensin,62678.0,Merah,Yogyakarta,80800000
Toyota,Innova,2013,Manual,Bensin,184583.0,Merah,Jakarta,66000000
Honda,CR-V,2023,Manual,Bensin,16065.0,Abu-abu,Surabaya,422500000
Toyota,Innova,2015,Automatic,Bensin,142900.0,Merah,Makassar,107800000
BMW,X5,2015,Manual,Bensin,101722.0,Abu-abu,Surabaya,411000000
Mercedes-Benz,C-Class,2011,Automatic,Bensin,105762.0,Abu-abu,Medan,144900000
Suzuki,Baleno,2015,Automatic,Diesel,157015.0,Merah,Makassar,60900000
Mitsubishi,Xpander,2013,Manual,Bensin,97322.0,Putih,Bandung,50300000
Honda,Mobilio,2022,Automatic,Bensin,66554.0,Abu-abu,Semarang,159000000
Daihatsu,Gran Max,2015,Manual,Bensin,131769.0,Biru,Bali,43800000
Honda,Mobilio,2021,Manual,Bensin,40864.0,Silver,Surabaya,125200000
Suzuki,XL7,2022,Automatic,Bensin,35928.0,Merah,Semarang,216300000
Toyota,Rush,2011,Automatic,Bensin,283210.0,Biru,Semarang,35800000
Mitsubishi,Triton,2023,Automatic,Diesel,16690.0,Merah,Makassar,368500000
Nissan,Grand Livina,2014,Automatic,Bensin,74636.0,Biru,Medan,45400000
Honda,Mobilio,2019,Manual,Bensin,31459.0,Silver,Jakarta,106600000
Toyota,Rush,2017,Automatic,Diesel,84458.0,Putih,Bali,104700000
Honda,Brio,2018,Automatic,Bensin,26020.0,Biru,Yogyakarta,70400000
Toyota,Innova,2008,Automatic,Bensin,187588.0,Hitam,Bali,37600000
Mercedes-Benz,C-Class,2015,Automatic,Bensin,197796.0,Hitam,Surabaya,234500000
Honda,City,2019,Automatic,Bensin,48798.0,Abu-abu,Surabaya,158900000
Toyota,Fortuner,2008,Automatic,Diesel,363488.0,Silver,Bali,43600000
Suzuki,Baleno,2009,Automatic,Bensin,169752.0,Merah,Semarang,28400000
Toyota,Calya,2020,Manual,Bensin,101849.0,Hitam,Yogyakarta,87600000
Honda,Brio,2009,Manual,Bensin,213212.0,Abu-abu,Makassar,17300000
Mitsubishi,Triton,2014,Manual,Bensin,72392.0,Silver,Bandung,102100000
Toyota,Calya,2012,Automatic,Bensin,75626.0,Putih,Semarang,33800000
Nissan,Grand Livina,2022,Automatic,Bensin,60486.0,Merah,Yogyakarta,156100000
Mitsubishi,Xpander,2008,Manual,Bensin,320181.0,Merah,Medan,22600000
Toyota,Yaris,2013,Automatic,Bensin,195994.0,Merah,Bandung,46200000
Mercedes-Benz,C-Class,2017,Manual,Bensin,71669.0,Silver,Yogyakarta,313900000
Mitsubishi,Xpander,2023,Manual,Bensin,44534.0,Silver,Surabaya,216500000
Honda,Mobilio,2022,Automatic,Bensin,44905.0,Hitam,Bandung,170500000
Daihatsu,Sigra,2008,Automatic,Bensin,247373.0,Abu-abu,Semarang,16800000
Daihatsu,Terios,2019,Automatic,Bensin,92127.0,Biru,Medan,106600000
Honda,Brio,2016,Manual,,,,Yogyakarta,39300000
Honda,City,2011,Manual,Bensin,227898.0,Silver,Surabaya,46900000
Toyota,Calya,2022,Manual,Bensin,51437.0,Putih,Bandung,110700000
Daihatsu,Terios,2016,Automatic,Bensin,164068.0,Merah,Bandung,73100000
Toyota,Avanza,2011,Manual,Bensin,270482.0,Silver,Semarang,28600000
Toyota,Rush,2020,Manual,Bensin,108855.0,Merah,Yogyakarta,131600000
Mitsubishi,Pajero Sport,2016,Automatic,Diesel,66201.0,Biru,Jakarta,184800000
Suzuki,XL7,2008,Manual,Bensin,249892.0,Biru,Bali,23900000
Toyota,Fortuner,2017,Automatic,Bensin,126740.0,Hitam,Bali,180200000
Toyota,Calya,2012,Automatic,Bensin,187490.0,Hitam,Yogyakarta,30300000
Honda,HR-V,2020,,,,,Medan,203700000
Mitsubishi,Pajero Sport,2019,Manual,Diesel,93857.0,Hitam,Medan,283900000
Toyota,Avanza,2021,Manual,Bensin,45941.0,Merah,Medan,141800000
Toyota,Fortuner,2022,Automatic,Diesel,56134.0,Putih,Semarang,346100000
Mitsubishi,Pajero Sport,2012,Automatic,Diesel,170316.0,Silver,Yogyakarta,102500000
Suzuki,Carry,2021,Manual,Bensin,44956.0,Merah,Semarang,87300000
Honda,CR-V,2009,Automatic,Bensin,167385.0,Putih,Yogyakarta,50500000
Toyota,Avanza,2013,Manual,Bensin,134201.0,Silver,Semarang,41200000
Mitsubishi,Pajero Sport,2022,Manual,Diesel,11210.0,Silver,Jakarta,427400000
Mitsubishi,Xpander,2016,Manual,Bensin,129416.0,Merah,Yogyakarta,74800000
Daihatsu,Terios,2018,Automatic,Bensin,117766.0,Biru,Bali,89700000
Toyota,Innova,2017,MT,Bensin,143082.0,Silver,Medan,115400000
Suzuki,XL7,2022,Automatic,Bensin,38426.0,,Jakarta,186600000
Nissan,Grand Livina,2021,Automatic,Bensin,39866.0,Hitam,Bandung,133700000
Honda,CR-V,2023,Automatic,Bensin,42372.0,Merah,Yogyakarta,397100000
Honda,City,2011,Manual,Bensin,138268.0,Hitam,Makassar,49000000
Suzuki,Baleno,2008,Manual,Bensin,336025.0,Putih,Bali,17600000
Honda,CR-V,2016,Automatic,Bensin,125159.0,Merah,Semarang,151500000
Suzuki,Ignis,2020,Automatic,Bensin,68573.0,Hitam,Bandung,92700000
Toyota,Fortuner,2014,,,,,Surabaya,129400000
Honda,Jazz,2012,Automatic,Bensin,230763.0,Biru,Yogyakarta,38000000
Toyota,Agya,2021,Manual,Bensin,56881.0,Abu-abu,Yogyakarta,95800000
Toyota,Rush,2017,Manual,Bensin,124951.0,Merah,Surabaya,84100000
Toyota,Fortuner,2014,Automatic,Diesel,152515.0,Biru,Bali,123600000
Suzuki,Ertiga,2011,Manual,Bensin,239502.0,Putih,Bandung,29300000
Toyota,Rush,2010,Automatic,Bensin,209497.0,Biru,Yogyakarta,32400000
BMW,Seri 3,2010,Automatic,Bensin,231717.0,Biru,Jakarta,111700000
Honda,Brio,2011,Manual,Bensin,239761.0,Silver,Medan,21400000
Honda,Brio,2013,Automatic,Bensin,,,Bali,35400000
Mitsubishi,Triton,2009,Manual,Diesel,226950.0,Abu-abu,Surabaya,40400000
Toyota,Calya,2009,Automatic,Bensin,214254.0,,Surabaya,19200000
Toyota,Yaris,2008,Manual,Bensin,109447.0,Abu-abu,Bandung,26100000
Suzuki,Ertiga,2020,Manual,Bensin,85603.0,Biru,Semarang,116200000
Toyota,Avanza,2016,Automatic,Bensin,106183.0,Putih,Semarang,69100000
Honda,BR-V,2013,Manual,Bensin,117065.0,Silver,Jakarta,55400000
Toyota,Agya,2011,Manual,Bensin,226954.0,Abu-abu,Semarang,21500000
Suzuki,Ignis,2010,Manual,Bensin,321846.0,Merah,Jakarta,19000000
Daihatsu,Ayla,2012,Manual,Bensin,234931.0,Silver,Bandung,21900000
Daihatsu,Terios,2019,Manual,Bensin,78768.0,Putih,Bandung,104600000
Mercedes-Benz,C-Class,2018,Automatic,Bensin,127135.0,Hitam,Makassar,358000000
Daihatsu,Gran Max,2023,Manual,Bensin,37436.0,Hitam,Yogyakarta,119300000
Toyota,Fortuner,2099,Matic,Diesel,18777.0,Putih,Bandung,391900000
Honda,City,2022,Manual,Bensin,28445.0,Silver,Yogyakarta,224000000
BMW,Seri 3,2020,Automatic,Bensin,84116.0,Hitam,Jakarta,516400000
Toyota,Agya,2020,Manual,Bensin,98979.0,Biru,Makassar,72500000
Toyota,Yaris,2011,Manual,Bensin,103708.0,Abu-abu,Makassar,45600000
Toyota,Rush,2012,Automatic,Bensin,159200.0,Biru,Makassar,47100000
Suzuki,Ignis,2011,Automatic,Bensin,107551.0,Biru,Medan,26200000
Nissan,Livina,2017,Automatic,Bensin,143717.0,Abu-abu,Jakarta,86100000
Nissan,Grand Livina,2020,Automatic,Bensin,38560.0,Silver,Jakarta,111000000
Toyota,Yaris,2012,Manual,Bensin,227787.0,Abu-abu,Makassar,38000000
Mitsubishi,Triton,2023,Automatic,Diesel,11538.0,Hitam,Makassar,352400000
Honda,City,2013,Manual,Bensin,142763.0,Putih,Bali,65600000
Daihatsu,Gran Max,2019,Automatic,Bensin,37644.0,Merah,Makassar,69600000
Daihatsu,Xenia,2010,Manual,Bensin,148775.0,Merah,Jakarta,30900000
Mitsubishi,Triton,2012,Automatic,Diesel,160621.0,Merah,Semarang,79900000
Toyota,Yaris,2013,Manual,Bensin,214941.0,Merah,Yogyakarta,46300000
Honda,Brio,2013,Manual,Bensin,172681.0,Silver,Jakarta,33700000
Suzuki,Ignis,2014,Manual,Bensin,171307.0,Merah,Jakarta,41200000
Daihatsu,Xenia,2011,Manual,Bensin,192000.0,,Yogyakarta,27900000
Toyota,Innova,2022,Automatic,Bensin,63445.0,Biru,Jakarta,286800000
Honda,HR-V,2018,Manual,Bensin,44055.0,Silver,Bali,154700000
Toyota,Yaris,2011,Manual,Bensin,222334.0,Putih,Medan,34700000
